type_id,n_customers,weight,age,txn_count,mean_price,recency_days,denim_share,woven_trouser_share,jersey_share,black_share,blue_share,grey_share,khaki_share,solid_share,denim_app_share,melange_share,pattern_share,trouser_share,leggings_share,dress_share,skirt_share,online_share
RB17,7581,0.005525590752051779,37.046563777865714,4.726289407729851,15.859927118018126,187.60137185067933,0.01617877733172594,0.06133064383189515,0.6531405420351721,0.5634106832674501,0.11523595635260651,0.09266646678569779,0.010941165635269997,0.538246441491186,0.023891565893906393,0.0766968638891657,0.15314958038842902,0.056372817420244345,0.5329102164225988,0.03376828393575191,0.007119627067185573,0.4017665874770332
RB18,7417,0.005406055481858336,36.91721720372118,3.3448833760280436,21.20410032617787,180.33153566131858,0.03180392663915066,0.5052143319574387,0.0795698038490815,0.16254518341179988,0.5652456754766984,0.13833370799423714,0.0038027462559629076,0.16112883587628632,0.7238372896767411,0.02020089068476095,0.05935054224829668,0.5753021228733307,0.0017553970634104925,0.04085535848071953,0.002075728974259457,0.294583623686938
RB19,5743,0.004185921077566729,38.24830228103779,2.0646003830750477,20.383265130774795,246.24952115619016,0.008291111035108224,0.028002660114246323,0.2649520685078285,0.08110114620618823,0.044110341980508706,0.761767052141559,0.0035298381149086234,0.11297835990285007,0.011979667682924418,0.7930580521702947,0.046264733105125806,0.07087657030469108,0.00046205318275664784,0.032513398274446104,0.0007407822133408107,0.41871003198361395
RB20,16940,0.012347118762664179,36.91924439197167,8.533589138134593,15.34518755931552,159.6314639905549,0.021767628761119248,0.06129317239909174,0.5402183767971986,0.4868150070416054,0.11990753467335209,0.09062035042398009,0.012635002100150334,0.5280743161740583,0.030253582273856685,0.08444982304457653,0.16988770190309227,0.08024085940207826,0.29555163750256547,0.05064918679663285,0.010599386858173989,0.4669552269844661
RB21,15121,0.011021297686555197,38.265524766880496,3.2529594603531513,16.25596965005172,226.7541167912175,0.006405017510139438,0.09330108334098594,0.2896814595860915,0.11371102722975139,0.06446072158344812,0.6545799527926437,0.0020327597082297603,0.37414472922138,0.01907457473737165,0.041922566143478106,0.27571548675966207,0.12990539261287926,0.0006022947913889175,0.03823690336700057,0.0005439970037213778,0.3979574431177058
RB22,120361,0.0877279552180061,34.60092554897351,3.459783484683577,13.247134112216276,193.73618530919484,0.0010174576394214876,0.004531217055996243,0.28025154162868926,0.4688742829649376,0.03301046046626616,0.012453782611908324,0.0007227738114594178,0.7497995478397063,0.0028098657472962483,0.006958835965497341,0.04398850077244754,0.015903996600471888,8.572008087156641e-05,0.011380645550707991,0.0001820641268474141,0.32505761764316227
RB23,128661,0.0937776060875523,35.308376275639084,12.77420508157095,15.393312058995825,99.86708481979777,0.010270292174758472,0.03948730335253434,0.25401477654683224,0.3655852172072143,0.1089073678464812,0.06093791294539718,0.005097702512702884,0.5770613938001657,0.02043871832578765,0.053992609423385525,0.20020865406536859,0.05621484338832009,0.0021818890201704805,0.07950991304649076,0.003577066031248014,0.44501325110527823
RB24,4347,0.0031684135337249814,36.09845870715436,2.077064642282034,21.763349015698356,176.20749942489073,0.0725166726303774,0.06822631053098917,0.11990525930796163,0.4563285304720558,0.15727534817891212,0.036631761657505764,0.009728715585206708,0.49599131472059954,0.12671799146409965,0.015044938849777565,0.2814440800709201,0.0016220140013513693,0.00023078878914119187,0.0024400400093382126,0.9823999547356301,0.15154576035319536
RN_16-24,127070,0.09261796819195615,20.54436924529787,0.0,0.0,0.0,0.042899661418611075,0.08904313307617494,0.2590703996917887,0.34796203325941005,0.15526662409472164,0.07069936021640036,0.022116602944992673,0.5263300454013403,0.059079322854806285,0.06270012243521343,0.21968998528717054,0.0,0.0,0.0,0.0,0.0
RN_25-34,88631,0.06460079592996983,28.769459895521884,0.0,0.0,0.0,0.042899661418611075,0.08904313307617494,0.2590703996917887,0.34796203325941005,0.15526662409472164,0.07069936021640036,0.022116602944992673,0.5263300454013403,0.059079322854806285,0.06270012243521343,0.21968998528717054,0.0,0.0,0.0,0.0,0.0
RN_35-44,40072,0.029207422848729573,39.49316230784588,0.0,0.0,0.0,0.042899661418611075,0.08904313307617494,0.2590703996917887,0.34796203325941005,0.15526662409472164,0.07069936021640036,0.022116602944992673,0.5263300454013403,0.059079322854806285,0.06270012243521343,0.21968998528717054,0.0,0.0,0.0,0.0,0.0
RN_45-54,58429,0.04258735550080905,49.674083075185266,0.0,0.0,0.0,0.042899661418611075,0.08904313307617494,0.2590703996917887,0.34796203325941005,0.15526662409472164,0.07069936021640036,0.022116602944992673,0.5263300454013403,0.059079322854806285,0.06270012243521343,0.21968998528717054,0.0,0.0,0.0,0.0,0.0
RN_55+,49080,0.03577311622618406,61.72646699266504,0.0,0.0,0.0,0.042899661418611075,0.08904313307617494,0.2590703996917887,0.34796203325941005,0.15526662409472164,0.07069936021640036,0.022116602944992673,0.5263300454013403,0.059079322854806285,0.06270012243521343,0.21968998528717054,0.0,0.0,0.0,0.0,0.0
RN_UNKNOWN,3863,0.0028156387119345765,0.0,0.0,0.0,0.0,0.042899661418611075,0.08904313307617494,0.2590703996917887,0.34796203325941005,0.15526662409472164,0.07069936021640036,0.022116602944992673,0.5263300454013403,0.059079322854806285,0.06270012243521343,0.21968998528717054,0.0,0.0,0.0,0.0,0.0
